location,text,hashtags,tweetcreatedts
"Brooklyn, New York",Gates Foundation Gift to Support Covid-19 Testing at Historically Black Colleges https://t.co/zCy20gYB16 https://t.co/HfVULgf4Ki,[],2020-10-16 21:07:03
"Los Angeles, CA","A subsequent test of Nick Saban on Thursday showed that he is negative for COVID-19, according to a statement from Alabama's head athletic trainer.

The news comes 48 hours after Saban's initial positive test and opens up the possibility that Saban could return to coach Saturday. https://t.co/ziGp0X80Uf",[],2020-10-16 21:06:55
"Chicago, Illinois, USA","El Paso has the 2nd-highest COVID-19 infection rate in country. The city (who owns the bridge) has mask mandate. Yet my camera roll is full of maskless CBP agents—other day my inspecting agent was maskless, but I couldn’t take his photo. But I’m supposed to fear asylum-seekers? https://t.co/FWTiwMKpxF",[],2020-10-16 21:06:55
"Los Angeles, CA",Tomorrow! Free rapid results Covid-19 testing event at Saybrook Park. 9am - 1pm results in 15 minutes. Preregister here: https://t.co/fdluKaLmSI https://t.co/pLjQBm1dIX,[],2020-10-16 21:30:15
"Chicago, IL","On the most recent edition of Swarfblosg, discussions with old classmates have Lloyd thinking #deepthoughts on #aging and #mortality, as well as #health, business and other matters. Read the blog at https://t.co/XR3hshRAbU.  #covid19 #manufacturing #gettingold #fridayfeeling https://t.co/xzepJbZ2dz","[{'text': 'deepthoughts', 'indices': [94, 107]}, {'text': 'aging', 'indices': [111, 117]}, {'text': 'mortality', 'indices': [122, 132]}, {'text': 'health', 'indices': [145, 152]}, {'text': 'covid19', 'indices': [225, 233]}, {'text': 'manufacturing', 'indices': [234, 248]}, {'text': 'gettingold', 'indices': [249, 260]}, {'text': 'fridayfeeling', 'indices': [261, 275]}]",2020-10-16 21:30:12
New York,"The U.K. doesn't plan to name companies that received funds for COVID-19 relief, a British government spokesperson said. https://t.co/0MUVSLI3Xu",[],2020-10-16 21:30:09
"New York, NY","News: The SEC fined at least three teams for not adhering to COVID-19 protocols, sources tell @SINow: Ole Miss, A&amp;M &amp; Tennessee.

AD Ross Bjork confirmed to SI A&amp;M’s fine.

Greg Sankey had sent memos to schools warning of a $100K reduction in conference revenue for non-compliance",[],2020-10-16 21:30:09
"New York, NY","If you are traveling from a high-transmission state, you must quarantine for 14 days upon arrival &amp; complete the Traveler Health Form: https://t.co/XiJZzM7gEZ
#NYCTestandTrace https://t.co/fHwLhVRFG5","[{'text': 'NYCTestandTrace', 'indices': [163, 179]}]",2020-10-16 21:30:07
"Los Angeles, CA","Leveraging Donor Advised Funds(a great primer), the art of pivoting, recruiting #volunteers, personalized donor communications, strategic planning -- buncha stuff on today's Bloomerang Blog: #nonprofits #fundraising #coronavirus #DEI https://t.co/CjR9cPb1pb","[{'text': 'volunteers', 'indices': [80, 91]}, {'text': 'nonprofits', 'indices': [191, 202]}, {'text': 'fundraising', 'indices': [203, 215]}, {'text': 'coronavirus', 'indices': [216, 228]}, {'text': 'DEI', 'indices': [229, 233]}]",2020-10-16 21:30:05
"Los Angeles, CA","Bravo, Prime Minister Trudeau!

Justin Trudeau: Canada-US border will stay closed until America gets COVID-19 under control https://t.co/dYd42XBgtB via @usatoday",[],2020-10-16 21:30:01
San Francisco,#Halloween is just around the corner and we wanted to understand how COVID-19 is impacting Americans plans to celebrate: https://t.co/GeBIpd8ifg,"[{'text': 'Halloween', 'indices': [0, 10]}]",2020-10-16 21:30:00
"New York, NY","Experts can say ""with confidence"" that parents should expect a delay. https://t.co/R61sVkoDba",[],2020-10-16 21:29:55
"New York, USA","Trump in Ocala again said he ""signed an emergency declaration"" for the experimental antibody treatment made by Regeneron that he took while hospitalized for Covid-19. 

The FDA has, in fact, not yet given an emergency use authorization for it",[],2020-10-16 21:29:53
"Los Angeles, CA",White Mississippians now account for more confirmed COVID-19 cases and deaths than Black Mississippians for the first time since the pandemic arrived in the state in March. https://t.co/XDOZ8x4qa6,[],2020-10-16 21:29:49
"New York, USA","We never disappoint in grades promised.
Essay pay
Hw due
#Onlineclass
Fall classes
#research 
#business.
#Nursing 
#health management
Algebra
Calculus
#Statistics
Accounting
#math
#Biology paper
#Essay due
Assignment
#chemistry
#econometrics","[{'text': 'Onlineclass', 'indices': [57, 69]}, {'text': 'research', 'indices': [83, 92]}, {'text': 'business', 'indices': [94, 103]}, {'text': 'Nursing', 'indices': [105, 113]}, {'text': 'health', 'indices': [115, 122]}, {'text': 'Statistics', 'indices': [151, 162]}, {'text': 'math', 'indices': [174, 179]}, {'text': 'Biology', 'indices': [180, 188]}, {'text': 'Essay', 'indices': [195, 201]}, {'text': 'chemistry', 'indices': [217, 227]}, {'text': 'econometrics', 'indices': [228, 241]}]",2020-10-16 21:29:48
"New York, USA",@DrKMSimon @ZhealaQayyum @DrAyanaJordan @DrQuinnCapers4 @uche_blackstock @choo_ek @DrRayMD @AMLandryMD @drjessigold @MaxJordan_N @la_kops @doc_kartik Brooke with the looks! Covid-19 but make it fashion! She's lovely,[],2020-10-16 21:29:46
"Chicago, IL","Earn CME with next week’s COVID-19 Critical Care Training Forum: Lung Transplantation and COVID-19 on Tuesday, October 20, 8–9 pm ET. Register here: https://t.co/PDBfmTfvPz https://t.co/RCUeOJ38sn",[],2020-10-16 21:29:44
"New York, NY","In light of President Trump's positive COVID-19 test, @MajorCBS explores the history of presidential health scares on this week's episode of @TheDebriefCBS.

Subscribe and listen now: https://t.co/fKhHBrI5TR https://t.co/dS7Pmqr5wu",[],2020-10-16 21:29:37
MetroChicago,Fox News has covered Hunter Biden three times as much as COVID-19 since Wednesday https://t.co/hdxZXnpmJA,[],2020-10-16 21:29:36
"Los Angeles, CA","COVID-19 is still out there.

Wear your mask.

Protect yourself.

Protect your neighbors.

Mask up. 😷

#LAProtects https://t.co/XxVsb3rObN","[{'text': 'LAProtects', 'indices': [118, 129]}]",2020-10-16 21:29:30
"New York, NY",Would Biden’s COVID-19 plan be able to control the pandemic? https://t.co/wf9vq4Uazf,[],2020-10-16 21:29:05
"New York, NY","Spikes in Covid-19 cases occurred in seven of the 14 cities and townships where Trump rallies were held: Tulsa; Phoenix; Old Forge, Penn.; Bemidji, Minn.; Mankato, Minn.; Oshkosh, Wis.; and Weston, Wis https://t.co/R9Y0mzcAgJ via @statnews",[],2020-10-16 21:28:59
"Chicago, IL","And many thanks to our moderator @Steven_Bynum of @WBEZ, who expertly steered the #CleanJobsTalk through the difficult issues we're facing: the Covid-19 pandemic, the economic downturn, an exacerbated racial wealth gap, and more.","[{'text': 'CleanJobsTalk', 'indices': [82, 96]}]",2020-10-16 21:28:51
"New York, USA","New Zealand: 

Winston Peters — deputy PM of New Zealand addresses an American COVID-19 denier at a press conference.

“Sit down. Sorry sunshine, wrong place.” https://t.co/8MSsFgWVoL",[],2020-10-16 21:28:50
Chicago,"New Zealand: 

Winston Peters — deputy PM of New Zealand addresses an American COVID-19 denier at a press conference.

“Sit down. Sorry sunshine, wrong place.” https://t.co/8MSsFgWVoL",[],2020-10-16 21:28:45
"Los Angeles, CA","New Zealand: 

Winston Peters — deputy PM of New Zealand addresses an American COVID-19 denier at a press conference.

“Sit down. Sorry sunshine, wrong place.” https://t.co/8MSsFgWVoL",[],2020-10-16 21:28:37
"Los Angeles, CA",Candidate in high-profile North Dakota House race died of COVID-19 | Grand Forks Herald https://t.co/jwOyOWHhlp,[],2020-10-16 21:28:36
"Los Angeles, CA","That “Debate Commission” is really OFF THE CHARTS corrupt.  First, the Anti-Trump moderators, now this: “topics” for the final debate: Covid-19, American Families, Race in America, Climate Change, National Security, Leadership-NOTICE? NOTHING ON THE ECONOMY?",[],2020-10-16 21:28:34
"LOS ANGELES, CA",".@kavitapmd fact-checks President Trump’s town hall statements on Covid-19:

“There is no cure for coronavirus, Covid-19. That’s a fact.” 
https://t.co/aNrrsrDvou",[],2020-10-16 21:28:16
