location,text,hashtags,tweetcreatedts
New York/Pennsylvania,"If Trump is receiving Dexamethasone, a steroid, the CDC suggest that he could be infectious for 20 days. As an ICU nurse, dealing with Covid-19, Trump should be in quarantine for at least 20 days. Why is no one talking about that? @jaketapper  @drsanjaygupta @CNN",[],2020-10-05 17:55:37
San Francisco,"There are now more recorded cases of COVID-19 in the White House than in New Zealand, Taiwan, and Vietnam combined, and they have 124 million people.

Let that sink in.",[],2020-10-05 17:55:37
"New York, USA","@Curtass1 @m_cyndi @realDonaldTrump Let's ratio this idiot.

Trump wants credit &amp; admiration for his response. So it is fine to praise him, but not blame him?

More than any other American, Donald Trump controlled the countries response and attitude towards Covid-19. We failed and there's no way to sugarcoat it.",[],2020-10-05 17:55:36
San Francisco via Adelaide,"There are now more recorded cases of COVID-19 in the White House than in New Zealand, Taiwan, and Vietnam combined, and they have 124 million people.

Let that sink in.",[],2020-10-05 17:55:34
"Chicago, IL","NEWS: @NYMag has confirmed that Pastor Greg Laurie of Harvest Christian Fellowship in Riverside, California has tested POSITIVE for COVID-19. Pastor Laurie was at the Prayer March on the Mall with Mike Pence and Franklin Graham and the ACB Rose Garden event later that day.",[],2020-10-05 17:55:34
"Chicago, IL","Covid-19 could kill 2,900 Americans a day in December, researchers say. Here's why, and how you can make fall and winter better https://t.co/CVa0AW4msX",[],2020-10-05 17:55:33
San Francisco,"There are now more recorded cases of COVID-19 in the White House than in New Zealand, Taiwan, and Vietnam combined, and they have 124 million people.

Let that sink in.",[],2020-10-05 17:55:27
"Cincinnatus, New York","CALEB SAINT SURIN, 51, of Brooklyn, New York, died of COVID-19 on April 27.

A paraprofessional at PS 181 in Brooklyn, his expertise and enthusiasm was for mathematics, which wore off on this students. 

https://t.co/QoFzHYF1sV https://t.co/qnWZ4xOzgJ",[],2020-10-05 17:55:27
"New York, USA",Tracking Covid-19 infections among President Trump's contacts. https://t.co/28eGtkhXcv,[],2020-10-05 17:55:27
LIVE from New York City!,"Gov. Andrew Cuomo announced Monday that the state will temporarily close public and private schools on Tuesday in the nine Brooklyn and Queens zip codes experiencing a troubling rise in coronavirus cases.

https://t.co/vV7dZBm9nP",[],2020-10-05 17:55:25
"Los Angeles, CA","NEWS: @NYMag has confirmed that Pastor Greg Laurie of Harvest Christian Fellowship in Riverside, California has tested POSITIVE for COVID-19. Pastor Laurie was at the Prayer March on the Mall with Mike Pence and Franklin Graham and the ACB Rose Garden event later that day.",[],2020-10-05 17:55:24
New york City.,"Arkansas school superintendent dies from COVID-19: @AP.
https://t.co/yf3jPtSLxp https://t.co/nXdgdwFH6R",[],2020-10-05 17:55:24
"San Francisco, CA","Here is video of Kayleigh McEnany YESTERDAY taking off her mask before talking to a group of journalists

TODAY she tested positive for COVID-19

Absolute reckless disregard for the safety of other people. https://t.co/O631n97PGj",[],2020-10-05 17:55:22
"New York, NY","Energized to build a movement by all of us, for all of us, I'm running for City Council, District 10 to make our community voices heard—to provide a good education for every child, protect tenants’ rights, and ensure the economic recovery from COVID-19 works for all of us.",[],2020-10-05 17:55:21
San Francisco Bay Area,New York Times reporter infected with Covid-19 says the White House is not doing contact tracing. @brianstelter https://t.co/a7710MzPs6,[],2020-10-05 17:55:19
"New York, NY","There are now more recorded cases of COVID-19 in the White House than in New Zealand, Taiwan, and Vietnam combined, and they have 124 million people.

Let that sink in.",[],2020-10-05 17:55:19
"Los Angeles, California ",A one-page memo could defuse the panic about Trump’s Covid-19. Where is it? https://t.co/i1qX8WTwpC via @statnews,[],2020-10-05 17:55:18
"Los Angeles, CA","There are now more recorded cases of COVID-19 in the White House than in New Zealand, Taiwan, and Vietnam combined, and they have 124 million people.

Let that sink in.",[],2020-10-05 17:55:16
"West Village, New York City","@vespertilioAJR @realDonaldTrump Put the Ads back up. He is alright. Trump and the Republicans playing these games so he can change their course on COVID-19? The growing number of death 210,000+, getting to them or do they realize they could be in that number? We paid  for them.
https://t.co/e1tixXommS",[],2020-10-05 17:55:15
Miami,"Want to boost your #pandemic #productivity? This @Forbes article has some fresh tips to help you get more done and feel less stressed (mine is number 11!): https://t.co/i9Y7XoxE9T

#wfh #remotework #homeoffice #todolist","[{'text': 'pandemic', 'indices': [37, 46]}, {'text': 'productivity', 'indices': [47, 60]}]",2020-10-05 17:55:14
"Los Angeles, CA",iS A Fake #ViRuS Real iF An Old &amp; Physically UnFit Man Allegedly Contracts iT &amp; Does Not Show Symptoms Let Alone Die? #Scamdemic #Alert @RussellRope @ https://t.co/LDbSJNQZhM ❓🤔❓,"[{'text': 'ViRuS', 'indices': [27, 33]}]",2020-10-05 17:55:12
"Miami Beach, FL",BREAKING: Reports that Attorney General Bill Bar tested positive for COVID-19 have been debunked as fake.,[],2020-10-05 17:55:11
"Chicago, IL",Please do not let the the wonders of her cell line detract from the fact that they were STOLEN without permission and are still being used today in research with COVID-19 https://t.co/jjqlWHb53k,[],2020-10-05 17:55:11
"Los Angeles, CA","There are now more recorded cases of COVID-19 in the White House than in New Zealand, Taiwan, and Vietnam combined, and they have 124 million people.

Let that sink in.",[],2020-10-05 17:55:10
"Chicago, IL",The reports that Bill Barr has tested positive for COVID-19 is fake,[],2020-10-05 17:55:09
"Los Angeles, CA","There are now more recorded cases of COVID-19 in the White House than in New Zealand, Taiwan, and Vietnam combined, and they have 124 million people.

Let that sink in.",[],2020-10-05 17:55:07
"Chicago, IL",BREAKING: Reports that Attorney General Bill Bar tested positive for COVID-19 have been debunked as fake.,[],2020-10-05 17:55:07
"New York , USA",McEnany briefed reporters on the president’s condition on Sunday night. She was not wearing a mask. https://t.co/qhMFmf6Xsl https://t.co/LGvx8fVFzQ,[],2020-10-05 17:55:07
Central New York,"BREAKING NEWS: White House Press Secretary Kayleigh McEnany Has COVID-19, As Well As Two Others in White House Press Office https://t.co/0ChDIL7l0e",[],2020-10-05 17:55:07
"Miami, FL",The MSM might want to look at the actual stats from the CDC &amp; WHO next time they insist @realDonaldTrump and America handled COVID-19 terribly. Because the facts show the opposite is true! https://t.co/49b0c3ngr0,[],2020-10-05 17:55:06
"Miami, FL",I like presidents who don’t get Covid-19.,[],2020-10-05 17:55:06
"Los Angeles, CA","@matthewjdowd Over this latest misanthropic behavior? 0. I expect it and am delighted they did it to themselves for once. Over everything else the last 4 years, including the cavalier disregard for the public health since the first COVID-19 warnings were issued by NSC: 10,000,000,000,000,000.",[],2020-10-05 17:55:06
"New York, NY",Please forever remember the US took more precaution for a film they swore would start a mass shooting than they did Covid 19 this entire year https://t.co/xYvZnByxNh,[],2020-10-05 17:55:05
"New York, USA","They've been mocking #JoeBiden for months for wearing a mask and #SocialDistancing and now that #TyphoidTrump has #COVID19 due to his own stupidity and arrogance they are mocking Joe for NOT catching a deadly, highly infectious disease? HUH? https://t.co/1qME7zJI80","[{'text': 'JoeBiden', 'indices': [21, 30]}, {'text': 'SocialDistancing', 'indices': [65, 82]}, {'text': 'TyphoidTrump', 'indices': [96, 109]}, {'text': 'COVID19', 'indices': [114, 122]}]",2020-10-05 17:55:04
"New York, NY","NEWS: @NYMag has confirmed that Pastor Greg Laurie of Harvest Christian Fellowship in Riverside, California has tested POSITIVE for COVID-19. Pastor Laurie was at the Prayer March on the Mall with Mike Pence and Franklin Graham and the ACB Rose Garden event later that day.",[],2020-10-05 17:55:04
"Los Angeles, CA",WATCH: Biden jogs up stairs to board airplane as Trump recovers from COVID-19 in hospital https://t.co/APW34p8Ldq,[],2020-10-05 17:55:03
"Los Angeles, CA","Tonight, @GeorgeNotFound and I tested negative for Covid-19, but we don’t care. We will continue our (so far) 9 month long quarantine immediately. We will get through this TOGETHER!",[],2020-10-05 17:55:03
New York City,"🇺🇸 and 🇬🇧 will overcome COVID-19 together. As 🇬🇧 Trade Commissioner @AJPhillipson tells @EconomicClubMN, that means supporting jobs and growth in Minnesota, which already exports $1.5 billion to the UK annually. #onlyatecom https://t.co/TzG20dpsUo https://t.co/Z2QDL9EqdH",[],2020-10-05 17:55:01
New york City.,Tracking Covid-19 infections among President Trump's contacts. https://t.co/28eGtkhXcv,[],2020-10-05 17:55:01
"New York, NY","20,000 empty chairs set up outside White House on COVID-19 Remembrance Day https://t.co/GPgrpyf5NG via @CBSNews",[],2020-10-05 17:55:00
Chicago,"I think the fact that so many people around Donald Trump contracted COVID-19 is proof that the term ""Super spreaders"" should specifically apply to mask-deniers and social-distance-complainers.",[],2020-10-05 17:55:00
New York City,"NEWS: @NYMag has confirmed that Pastor Greg Laurie of Harvest Christian Fellowship in Riverside, California has tested POSITIVE for COVID-19. Pastor Laurie was at the Prayer March on the Mall with Mike Pence and Franklin Graham and the ACB Rose Garden event later that day.",[],2020-10-05 17:54:57
Chicago or NY,"On the very day that Trump was hospitalized with Covid-19, Trump's Department of Transportation rejected the AFL-CIO's request to require that all passengers wear masks on all planes, trains and buses. 

https://t.co/9dq14mYbCL",[],2020-10-05 18:13:45
"San Francisco, CA","NEWS: @NYMag has confirmed that Pastor Greg Laurie of Harvest Christian Fellowship in Riverside, California has tested POSITIVE for COVID-19. Pastor Laurie was at the Prayer March on the Mall with Mike Pence and Franklin Graham and the ACB Rose Garden event later that day.",[],2020-10-05 18:13:44
Chicago,Trump’s COVID-19 Timeline https://t.co/IUDBSOJSA3,[],2020-10-05 18:13:43
"Los Angeles, CA",Trump’s COVID-19 Timeline https://t.co/IUDBSOJSA3,[],2020-10-05 18:13:41
"New York, USA","You remember that time a Navy Captain lost his job because he was worried about his crew and the spread of COVID-19

Captain Brett Crozier 

Yep, that was April",[],2020-10-05 18:13:39
"New York, USA",Vulnerable GOP senator says Trump ‘let his guard down’ about COVID-19 https://t.co/sEHntwAnrg,[],2020-10-05 18:13:39
"Chicago, IL","!!

BREAKING: Pastor Greg Laurie of Harvest Christian Fellowship in Riverside, California has tested POSITIVE for COVID-19. Pastor Laurie was at the Prayer March on the Mall with Mike Pence and Franklin Graham and the ACB Rose Garden event later that day. 

Superspreader event!",[],2020-10-05 18:13:39
"Los Angeles, California ","NEWS: @NYMag has confirmed that Pastor Greg Laurie of Harvest Christian Fellowship in Riverside, California has tested POSITIVE for COVID-19. Pastor Laurie was at the Prayer March on the Mall with Mike Pence and Franklin Graham and the ACB Rose Garden event later that day.",[],2020-10-05 18:13:38
"New York, NY",New York Times reporter infected with Covid-19 says the White House is not doing contact tracing. @brianstelter https://t.co/a7710MzPs6,[],2020-10-05 18:13:35
"Los Angeles, CA",Trump has clearly ordered his personal doctors lie to the nation about his COVID-19 condition https://t.co/NyIxgM2qWo,[],2020-10-05 18:13:34
"Los Angeles, CA","There are now more recorded cases of COVID-19 in the White House than in New Zealand, Taiwan, and Vietnam combined, and they have 124 million people.

Let that sink in.",[],2020-10-05 18:13:33
"New York, USA",Trump’s COVID-19 Timeline https://t.co/IUDBSOJSA3,[],2020-10-05 18:13:29
"New York, NY","There are now more recorded cases of COVID-19 in the White House than in New Zealand, Taiwan, and Vietnam combined, and they have 124 million people.

Let that sink in.",[],2020-10-05 18:13:29
"San Francisco, CA","There are now more recorded cases of COVID-19 in the White House than in New Zealand, Taiwan, and Vietnam combined, and they have 124 million people.

Let that sink in.",[],2020-10-05 18:13:29
Los Angeles - International,"RT lisastylegirl ""RT @RoKhanna: There are now more recorded cases of COVID-19 in the White House than in New Zealand, Taiwan, and Vietnam combined, and they have 124 million people.

Let that sink in.""",[],2020-10-05 18:13:27
Chicago,Trump’s COVID-19 Timeline https://t.co/IUDBSOJSA3,[],2020-10-05 18:13:26
"East Los Angeles, CA",This 102-year-old wasn't going to let COVID-19 stop her from voting https://t.co/048uJRehfO,[],2020-10-05 18:13:25
"San Francisco, CA/ Ohlone land",Twitter spent all weekend making (and breaking) terrible and offensive AIDS/Covid-19 comparisons and then Elizabeth Breunig waltzes in Monday morning and just absolutely dominates the genre with this one. https://t.co/Uq0DcGxcQv,[],2020-10-05 18:13:24
"New York, NY","Reliant, an NRG company, is proud to power @mybbwc, a #blackownedbusiness and community health center, meeting the needs of underserved communities, struggling under the strains of COVID-19 and other chronic illnesses. #Houston #spotlightcustomer https://t.co/ooIiLhxTPr https://t.co/QYdyLU4T2u","[{'text': 'blackownedbusiness', 'indices': [69, 88]}]",2020-10-05 18:13:23
"Los Angeles, CA","There are now more recorded cases of COVID-19 in the White House than in New Zealand, Taiwan, and Vietnam combined, and they have 124 million people.

Let that sink in.",[],2020-10-05 18:13:23
"Los Angeles, CA",Trump’s COVID-19 Timeline https://t.co/IUDBSOJSA3,[],2020-10-05 18:13:22
"Los Angeles, CA",Trump’s COVID-19 Timeline https://t.co/IUDBSOJSA3,[],2020-10-05 18:13:19
New York/New Jersey,"Members of the White House recklessly risked exposing the press corps to COVID-19, and the official response from the organization supposedly holding the admin to account is get well soon https://t.co/VJvii9aHoD",[],2020-10-05 18:13:19
"Los Angeles, United States","Attend today’s CDC COVID-19 Partner Update Call, Mon, Oct 5, at 3pm ET via Zoom. 
Topic: Wear It, Don’t Share It – The Art and Science of Cloth Masks.
Register: https://t.co/9D9ZmoDeCT. #COVID19 #health https://t.co/68cfINqyCy",[],2020-10-05 18:13:19
"Los Angeles, CA","NEW CDC REPORT: 13-year-old with known COVID-19 exposure tested negative with a rapid antigen test. Went off  to family vacation (5 households if four states, ages 9-72, 14 people in one house) 11 of 14 got COVID-19. Not family who visited &amp; stayed outside https://t.co/wezZkFiBxy https://t.co/FaRkwnQ4UC",[],2020-10-05 18:13:18
"Los Angeles, CA","‼️Not only did @KayleighMcEnany know *on Thursday* that she'd had close contact with a #coronavirus-infected person (Hope Hicks), but TWO of her junior staffers tested positive BEFORE her.

And yet the WH @PressSec met with reporters YESTERDAY while *not wearing a mask*.🤬 https://t.co/Pz360JvEIF","[{'text': 'coronavirus', 'indices': [106, 118]}]",2020-10-05 18:13:17
"New York, NY","🚨⚠️NEW and IMPORTANT⚠️🚨

CDC updates its website to confirm AIRBORNE TRANSMISSION of COVID-19

https://t.co/rvopAInHcv https://t.co/dIL7i4GRfA",[],2020-10-05 18:13:15
"Chicago, IL",@realDonaldTrump Says the man who’s Covid-19 treatment was composed of embryonic stem cells.,[],2020-10-05 18:13:15
